Item_Id,Nome,Preço,Moeda,Categoria,Marca,Quantidade,Link,Detalhes_Imagem,Descrição,Condicao,Estado
MLA1359027207,Chromecast Google Ga03131 Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hdmi 4ta Gen Blanco,107099.1,ARS,MLA352001,GA03131-US,200,https://www.mercadolibre.com.ar/chromecast-google-ga03131-tv-hd-8gb-2gb-ram-60-fps-wifi-bluetooth-hdmi-4ta-gen-blanco/p/MLA21237756#wid=MLA1359027207&sid=unknown,http://http2.mlstatic.com/D_891351-MLU74085599976_012024-I.jpg,,new,Santa Fe
MLA2021860384,Google Chromecast 4 Generación Con Google Tv Blanco,131370.0,ARS,MLA352001,GA03131-US,1,https://www.mercadolibre.com.ar/google-chromecast-4-generacion-con-google-tv-blanco/p/MLA24460156#wid=MLA2021860384&sid=unknown,http://http2.mlstatic.com/D_706996-MLU78013821034_082024-I.jpg,,new,Córdoba
MLA1473676991,Smart Tv Onn Uhd Streaming Device 2° Gen 4k Color Negro,72999.0,ARS,MLA352001,2410A,1,https://www.mercadolibre.com.ar/smart-tv-onn-uhd-streaming-device-2-gen-4k-color-negro/p/MLA24249930#wid=MLA1473676991&sid=unknown,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-I.jpg,,new,Capital Federal
MLA1974041816,Xiaomi Mi Tv Stick Full Hd 8gb Chromecast Streaming Con Control Color Negro,70000.0,ARS,MLA352001,MDZ-24-AA,100,https://www.mercadolibre.com.ar/xiaomi-mi-tv-stick-full-hd-8gb-chromecast-streaming-con-control-color-negro/p/MLA15984003#wid=MLA1974041816&sid=unknown,http://http2.mlstatic.com/D_988091-MLU69826403059_062023-I.jpg,,new,Buenos Aires
MLA1472422145,Google Chromecast 4k Chromecast With Google Tv Ga01919-us De Voz 4.ª Generación 4k 8gb Sky Con 2gb De Memoria Ram,111999.0,ARS,MLA352001,GA01919-US,1,https://www.mercadolibre.com.ar/google-chromecast-4k-chromecast-with-google-tv-ga01919-us-de-voz-4-generacion-4k-8gb-sky-con-2gb-de-memoria-ram/p/MLA16233187#wid=MLA1472422145&sid=unknown,http://http2.mlstatic.com/D_698723-MLU70045085640_062023-I.jpg,,new,Capital Federal
MLA1970572124,Chromecast Ga01919-us Google 4 Generación 4k 8gb Con 2gb De Memoria Ram,114999.0,ARS,MLA352001,GA01919-US,50,https://www.mercadolibre.com.ar/chromecast-ga01919-us-google-4-generacion-4k-8gb-con-2gb-de-memoria-ram/p/MLA21774715#wid=MLA1970572124&sid=unknown,http://http2.mlstatic.com/D_820731-MEC49046529482_022022-I.jpg,,new,Capital Federal
MLA1433713863,Onn Google Tv Fhd Streaming Stick 2da Generación 8gb 1.5gb Ram Color Negro Control Remoto De Voz,64999.0,ARS,MLA352001,36233631,1,https://www.mercadolibre.com.ar/onn-google-tv-fhd-streaming-stick-2da-generacion-8gb-15gb-ram-color-negro-control-remoto-de-voz/p/MLA29268937#wid=MLA1433713863&sid=unknown,http://http2.mlstatic.com/D_955514-MLU73509882514_122023-I.jpg,,new,Santa Fe
MLA1976418540,Chromecast With Google Tv De Voz 4ª Generación 4k 8gb Snow Con 2gb De Memoria Ram,112999.0,ARS,MLA352001,GA01919-US,100,https://www.mercadolibre.com.ar/chromecast-with-google-tv-de-voz-4-generacion-4k-8gb-snow-con-2gb-de-memoria-ram/p/MLA16233185#wid=MLA1976418540&sid=unknown,http://http2.mlstatic.com/D_635602-MLA74782529607_022024-I.jpg,,new,Capital Federal
MLA1929846314,Mi Tv Stick Xiaomi 4k Mdz-27-eu 2.ª Generación Color Negro,92303.2,ARS,MLA352001,MDZ-27-EU,1,https://www.mercadolibre.com.ar/mi-tv-stick-xiaomi-4k-mdz-27-eu-2-generacion-color-negro/p/MLA38431087#wid=MLA1929846314&sid=unknown,http://http2.mlstatic.com/D_896407-MLU77791584611_072024-I.jpg,,new,Capital Federal
MLA1475129595,Chromecast tv Gen 4 - 4k Hdr. Wifi+bth+c. Remoto,135900.0,ARS,MLA352001,GA01919-ES,1,https://www.mercadolibre.com.ar/chromecasttv-gen-4-4k-hdr-wifibthc-remoto/p/MLA22031298#wid=MLA1475129595&sid=unknown,http://http2.mlstatic.com/D_899917-MLU53781625918_022023-I.jpg,,new,Capital Federal
MLA1478889565,Google Tv Streamer 4k Netflix Hdr 2024 Androidtv Color Blanco Tipo De Control Remoto De Voz,233490.0,ARS,MLA352001,GA05662-US,1,https://www.mercadolibre.com.ar/google-tv-streamer-4k-netflix-hdr-2024-androidtv-color-blanco-tipo-de-control-remoto-de-voz/p/MLA41947159#wid=MLA1478889565&sid=unknown,http://http2.mlstatic.com/D_651116-MLA80513827522_112024-I.jpg,,new,Buenos Aires
MLA1474341635,Control De Voz Xiaomi Mi Tv Stick Full Hd De 8 Gb Y 1 Gb De Ram,75138.0,ARS,MLA352001,MDZ-24-AA,50,https://www.mercadolibre.com.ar/control-de-voz-xiaomi-mi-tv-stick-full-hd-de-8-gb-y-1-gb-de-ram/p/MLA37678995#wid=MLA1474341635&sid=unknown,http://http2.mlstatic.com/D_604850-MLU76943743435_062024-I.jpg,,new,Buenos Aires
MLA1446111253,Google Chromecast Ultra 4k Negro,211469.0,ARS,MLA352001,Google,1,https://www.mercadolibre.com.ar/google-chromecast-ultra-4k-negro/p/MLA6304839#wid=MLA1446111253&sid=unknown,http://http2.mlstatic.com/D_758955-MLA32691404974_102019-I.jpg,,new,Buenos Aires
MLA2006690998,Tv Box 4k Hdmi Android  --el Más Rápido--,49000.0,ARS,MLA352001,Smart tv BOX 4K,250,https://articulo.mercadolibre.com.ar/MLA-2006690998-tv-box-4k-hdmi-android-el-mas-rapido--_JM,http://http2.mlstatic.com/D_722861-MLA80050537929_102024-O.jpg,,new,Buenos Aires
MLA1949495790,Tv Box Smart Z8pro 32gb El Mas Rapido Full Apps!!,85490.5,ARS,MLA352001,Z8,50,https://articulo.mercadolibre.com.ar/MLA-1949495790-tv-box-smart-z8pro-32gb-el-mas-rapido-full-apps-_JM,http://http2.mlstatic.com/D_602599-MLA80127109136_112024-O.jpg,,new,Buenos Aires
MLA2004123498,Mirascreen Anycast Wireless Dongle Tipo Chromecast /e Color Negro,28499.05,ARS,MLA352001,WL.12,150,https://www.mercadolibre.com.ar/mirascreen-anycast-wireless-dongle-tipo-chromecast-e-color-negro/p/MLA19809983#wid=MLA2004123498&sid=unknown,http://http2.mlstatic.com/D_715211-MLA80664628923_112024-I.jpg,,new,Capital Federal
MLA1382798627,Google Chromecast Ultra 4k Negro,80299.0,ARS,MLA352001,,1,https://articulo.mercadolibre.com.ar/MLA-1382798627-google-chromecast-ultra-4k-negro-_JM,http://http2.mlstatic.com/D_799040-MLA71030494893_082023-O.jpg,,new,Capital Federal
MLA1867531158,Google Chromecast 4 4k Ga01919 8gb 2gb + Cargador + Control,118999.0,ARS,MLA352001,GA01919-US,1,https://articulo.mercadolibre.com.ar/MLA-1867531158-google-chromecast-4-4k-ga01919-8gb-2gb-cargador-control-_JM,http://http2.mlstatic.com/D_656871-MLU72825274805_112023-O.jpg,,new,Capital Federal
MLA2018369158,Smart Tv Onn Uhd Streaming Device 2° Gen 4k + Magls,86000.0,ARS,MLA352001,2410A,1,https://articulo.mercadolibre.com.ar/MLA-2018369158-smart-tv-onn-uhd-streaming-device-2-gen-4k-magls-_JM,http://http2.mlstatic.com/D_947853-MLA82300953978_022025-O.jpg,,new,Capital Federal
MLA1835129114,Google Chromecast 4 Hd Ga03131 8gb 2gb + Cargador + Control,110999.0,ARS,MLA352001,Google,100,https://articulo.mercadolibre.com.ar/MLA-1835129114-google-chromecast-4-hd-ga03131-8gb-2gb-cargador-control-_JM,http://http2.mlstatic.com/D_618099-MLA77254556006_072024-O.jpg,,new,Capital Federal
MLA1669104294,Google Chromecast Ultra 4k Negro (bulk) ,72369.2,ARS,MLA352001,,1,https://articulo.mercadolibre.com.ar/MLA-1669104294-google-chromecast-ultra-4k-negro-bulk-_JM,http://http2.mlstatic.com/D_714071-MLA74410918734_022024-O.jpg,,new,Capital Federal
MLA1451432065,Smart Tv Onn  Uhd Streaming Device 2° Gen 4k Color Negro,71900.0,ARS,MLA352001,2410A,1,https://articulo.mercadolibre.com.ar/MLA-1451432065-smart-tv-onn-uhd-streaming-device-2-gen-4k-color-negro-_JM,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-O.jpg,,new,Capital Federal
MLA2021377464,Google Chromecast Hd,124000.0,ARS,MLA352001,G454V,1,https://www.mercadolibre.com.ar/google-chromecast-hd/p/MLA19971472#wid=MLA2021377464&sid=unknown,http://http2.mlstatic.com/D_768094-MCO74113009136_012024-I.jpg,,new,Capital Federal
MLA1452960541,Xiaomi Mi Tv Stick Full Hd 8gb Con Control Color Negro,79499.0,ARS,MLA352001,MDZ-24-AA,1,https://articulo.mercadolibre.com.ar/MLA-1452960541-xiaomi-mi-tv-stick-full-hd-8gb-con-control-color-negro-_JM,http://http2.mlstatic.com/D_988091-MLU69826403059_062023-O.jpg,,new,Córdoba
MLA1906611378,Smart Tv Onn  Uhd Streaming Device 2° Gen 4k Color Negro,71990.0,ARS,MLA352001,2410A,1,https://articulo.mercadolibre.com.ar/MLA-1906611378-smart-tv-onn-uhd-streaming-device-2-gen-4k-color-negro-_JM,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-O.jpg,,new,Capital Federal
MLA1912327352,Onn 4k 2gen Google Tv 2023 8gb + 2 Gb Ram + Fuente + Remoto,72999.0,ARS,MLA352001,2410A,50,https://articulo.mercadolibre.com.ar/MLA-1912327352-onn-4k-2gen-google-tv-2023-8gb-2-gb-ram-fuente-remoto-_JM,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-O.jpg,,new,Capital Federal
MLA1391312469,Xiaomi Mi Tv Stick 4k 8gb Ram 2gb Chromecast Amazon Netflix ,93749.25,ARS,MLA352001,MDZ-27-EU,1,https://articulo.mercadolibre.com.ar/MLA-1391312469-xiaomi-mi-tv-stick-4k-8gb-ram-2gb-chromecast-amazon-netflix-_JM,http://http2.mlstatic.com/D_640294-MLA74651644692_022024-O.jpg,,new,Capital Federal
MLA1946970286,Tv Box Gadnic Android 10.0 Hdmi 4k Chromecast Full Hd Color Negro Tipo De Control Remoto Estándar,59999.0,ARS,MLA352001,SMTV0046,250,https://www.mercadolibre.com.ar/tv-box-gadnic-android-100-hdmi-4k-chromecast-full-hd-color-negro-tipo-de-control-remoto-estandar/p/MLA40682584#wid=MLA1946970286&sid=unknown,http://http2.mlstatic.com/D_962131-MLU79222529651_092024-I.jpg,,new,Capital Federal
MLA1455433017,Xiaomi Mi Tv Stick Full Hd 8gb Con Control Color Negro,80319.0,ARS,MLA352001,MDZ-24-AA,1,https://articulo.mercadolibre.com.ar/MLA-1455433017-xiaomi-mi-tv-stick-full-hd-8gb-con-control-color-negro-_JM,http://http2.mlstatic.com/D_988091-MLU69826403059_062023-O.jpg,,new,Buenos Aires
MLA1361366203,Google Chromecast With Google Tv Hd 8gb Snow 2gb Ram,119139.08,ARS,MLA352001,Google,1,https://articulo.mercadolibre.com.ar/MLA-1361366203-google-chromecast-with-google-tv-hd-8gb-snow-2gb-ram-_JM,http://http2.mlstatic.com/D_652135-MLA53313434104_012023-O.jpg,,new,Córdoba
MLA1438232247,Google Chromecast 4k 8gb Sky Control De Voz Ga01923-us 2gb,112990.68,ARS,MLA352001,GA01919-US,1,https://articulo.mercadolibre.com.ar/MLA-1438232247-google-chromecast-4k-8gb-sky-control-de-voz-ga01923-us-2gb-_JM,http://http2.mlstatic.com/D_733073-MLA77790348279_072024-O.jpg,,new,Capital Federal
MLA1451195339,"Google Chromecast Con Google Tv (4k) - Disfruta De Películas, Programas En Vivo En 4k Hdr - Color Nieve",148000.0,ARS,MLA352001,Google,1,https://www.mercadolibre.com.ar/google-chromecast-con-google-tv-4k-disfruta-de-peliculas-programas-en-vivo-en-4k-hdr-color-nieve/p/MLA34921279#wid=MLA1451195339&sid=unknown,http://http2.mlstatic.com/D_890350-MLU75377669023_032024-I.jpg,,new,Capital Federal
MLA1909501704,Xiaomi Mi Tv Stick 2a Gen 8gb Full Hd Mdz-24-aa,64174.15,ARS,MLA352001,MDZ-24-AA,1,https://articulo.mercadolibre.com.ar/MLA-1909501704-xiaomi-mi-tv-stick-2a-gen-8gb-full-hd-mdz-24-aa-_JM,http://http2.mlstatic.com/D_879542-MLA79293426317_092024-O.jpg,,new,Córdoba
MLA1962297998,Smart Tv Onn 4k Uhd Streaming Device 2° Gen - Desbloqueado,75000.0,ARS,MLA352001,2410A,1,https://articulo.mercadolibre.com.ar/MLA-1962297998-smart-tv-onn-4k-uhd-streaming-device-2-gen-desbloqueado-_JM,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-O.jpg,,new,Capital Federal
MLA1448028619,Chromecast Google Tv Hd 8gb 2gb Ram Hdmi 4ta Generacion,124000.0,ARS,MLA352001,GA03131-US,50,https://articulo.mercadolibre.com.ar/MLA-1448028619-chromecast-google-tv-hd-8gb-2gb-ram-hdmi-4ta-generacion-_JM,http://http2.mlstatic.com/D_834700-MLA78968843515_092024-O.jpg,,new,Capital Federal
MLA1442224189,Chromecast  Google Tv 4 Generación 4k 8gb Con Cargador,130000.0,ARS,MLA352001,GA01919-US,1,https://articulo.mercadolibre.com.ar/MLA-1442224189-chromecast-google-tv-4-generacion-4k-8gb-con-cargador-_JM,http://http2.mlstatic.com/D_820731-MEC49046529482_022022-O.jpg,,new,Capital Federal
MLA885133507,Chromecast Smart Tv Netflix Google Tv 4k Hdr Control Remoto,236999.21,ARS,MLA352001,GA05662-US,100,https://articulo.mercadolibre.com.ar/MLA-885133507-chromecast-smart-tv-netflix-google-tv-4k-hdr-control-remoto-_JM,http://http2.mlstatic.com/D_910305-MLA81270824630_122024-O.jpg,,new,Capital Federal
MLA1475057681,Google Chromecast Tv 4 1080p Fhd Control Remoto Wifi Hdmi Color Blanco,125900.0,ARS,MLA352001,GOOHDMIIV,1,https://www.mercadolibre.com.ar/google-chromecast-tv-4-1080p-fhd-control-remoto-wifi-hdmi-color-blanco/p/MLA35715335#wid=MLA1475057681&sid=unknown,http://http2.mlstatic.com/D_759612-MLA79345663662_092024-I.jpg,,new,Capital Federal
MLA874470219,Xiaomi Mi Tv Stick Full Hd 8gb Con Control X Voz Chromecast,99999.0,ARS,MLA352001,MDZ-24-AA,1,https://articulo.mercadolibre.com.ar/MLA-874470219-xiaomi-mi-tv-stick-full-hd-8gb-con-control-x-voz-chromecast-_JM,http://http2.mlstatic.com/D_703016-MLA43227494198_082020-O.jpg,,new,Capital Federal
MLA1462796143,Tivo Ipa1104hdw-01 Stream 4k Original Con Google Oficial Certificado 8gb De Almacenamiento 2gb De Ram,82839.0,ARS,MLA352001,TiVo,1,https://www.mercadolibre.com.ar/tivo-ipa1104hdw-01-stream-4k-original-con-google-oficial-certificado-8gb-de-almacenamiento-2gb-de-ram/p/MLA22257159#wid=MLA1462796143&sid=unknown,http://http2.mlstatic.com/D_777215-MPE49473153144_032022-I.jpg,,new,Buenos Aires
MLA1441671447,Smart Tv Convertidor Hdmi 4k Full Hd Android 11 Pcreg,96629.0,ARS,MLA352001,MDZ-27-EU,500,https://articulo.mercadolibre.com.ar/MLA-1441671447-smart-tv-convertidor-hdmi-4k-full-hd-android-11-pcreg-_JM,http://http2.mlstatic.com/D_884272-MLU77573562036_072024-O.jpg,,new,Capital Federal
MLA1438193127,Xiaomi Mi Tv Stick 4k Android Google Tv Color Negro Tipo De Control Remoto De Voz,97846.0,ARS,MLA352001,4K 2GB,1,https://www.mercadolibre.com.ar/xiaomi-mi-tv-stick-4k-android-google-tv-color-negro-tipo-de-control-remoto-de-voz/p/MLA22726626#wid=MLA1438193127&sid=unknown,http://http2.mlstatic.com/D_833358-MLU78013070178_082024-I.jpg,,new,Capital Federal
MLA1446415291,Chromecast Google Ga03131 Tv Hd Snow-smart Tv-control Remoto,107099.0,ARS,MLA352001,Google,150,https://articulo.mercadolibre.com.ar/MLA-1446415291-chromecast-google-ga03131-tv-hd-snow-smart-tv-control-remoto-_JM,http://http2.mlstatic.com/D_891351-MLU74085599976_012024-O.jpg,,new,Capital Federal
MLA1150795107,Chromecast 4 Smart Tv Netflix Googletv 4k Hdr Control Remoto,128599.0,ARS,MLA352001,Chromecast 4,1,https://articulo.mercadolibre.com.ar/MLA-1150795107-chromecast-4-smart-tv-netflix-googletv-4k-hdr-control-remoto-_JM,http://http2.mlstatic.com/D_944952-MLA51058117100_082022-O.jpg,,new,Capital Federal
MLA2012521480,Tv Box Watch Onn 4k Chromecast Solucionado Ubicación Negro,89500.0,ARS,MLA352001,2410A,1,https://articulo.mercadolibre.com.ar/MLA-2012521480-tv-box-watch-onn-4k-chromecast-solucionado-ubicacion-negro-_JM,http://http2.mlstatic.com/D_842944-MLU74245601319_012024-O.jpg,,new,Capital Federal
MLA1468045807,Chromecast Google Tv De Voz 4 Generación 4k 8gb Con Cargador,159000.0,ARS,MLA352001,GA01919-US,1,https://articulo.mercadolibre.com.ar/MLA-1468045807-chromecast-google-tv-de-voz-4-generacion-4k-8gb-con-cargador-_JM,http://http2.mlstatic.com/D_820731-MEC49046529482_022022-O.jpg,,new,Capital Federal
MLA1944850726,Xiaomi Mi Tv Stick Mdz-27-eu 4k Uhd Conversor Smart Tv,95990.0,ARS,MLA352001,MDZ-27-EU,100,https://articulo.mercadolibre.com.ar/MLA-1944850726-xiaomi-mi-tv-stick-mdz-27-eu-4k-uhd-conversor-smart-tv-_JM,http://http2.mlstatic.com/D_824679-MLA80020755518_102024-O.jpg,,new,Capital Federal
MLA1425375959,Chromecast Google Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hd,121905.0,ARS,MLA352001,GA03131-US,1,https://articulo.mercadolibre.com.ar/MLA-1425375959-chromecast-google-tv-hd-8gb-2gb-ram-60-fps-wifi-bluetooth-hd-_JM,http://http2.mlstatic.com/D_652735-MLC52874645029_122022-O.jpg,,new,Córdoba
MLA1476915627,Google Chromecast 4k Chromecast With Google Tv Ga01919-us De,145999.0,ARS,MLA352001,GA01919-US,1,https://articulo.mercadolibre.com.ar/MLA-1476915627-google-chromecast-4k-chromecast-with-google-tv-ga01919-us-de-_JM,http://http2.mlstatic.com/D_698723-MLU70045085640_062023-O.jpg,,new,Capital Federal
MLA1597574484,Parlante Google Home Mini Asistente Virtual Refabricado,41055.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1597574484-parlante-google-home-mini-asistente-virtual-refabricado-_JM,http://http2.mlstatic.com/D_796916-MLA73322349956_122023-O.jpg,,new,Capital Federal
MLA1398793543,Google Home Mini Con Asistente Virtual Google Assistant Ref,41055.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1398793543-google-home-mini-con-asistente-virtual-google-assistant-ref-_JM,http://http2.mlstatic.com/D_670900-MLA73392967607_122023-O.jpg,,new,Capital Federal
MLA930506223,Soporte Montaje Embutido Pared Google Home Hub Mountgenie,19900.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-930506223-soporte-montaje-embutido-pared-google-home-hub-mountgenie-_JM,http://http2.mlstatic.com/D_765698-MLA46838404907_072021-O.jpg,,new,Capital Federal
MLA2011107376,Prte Pared 45º Ggle Hme Hub 138x60mm Nextsale Clr Negr,10900.0,ARS,MLA409415,Google,5000,https://www.mercadolibre.com.ar/prte-pared-45-ggle-hme-hub-138x60mm-nextsale-clr-negr/p/MLA45574146#wid=MLA2011107376&sid=unknown,http://http2.mlstatic.com/D_995915-MLA81738605478_012025-I.jpg,,new,Buenos Aires
MLA1400539531,Google Home Mini Asistente Virtual Google Assistant Ref,61740.5,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1400539531-google-home-mini-asistente-virtual-google-assistant-ref-_JM,http://http2.mlstatic.com/D_609744-MLA73594029404_122023-O.jpg,,new,Capital Federal
MLA1110314122,Soporte Pared 45º Google Home Hub Base 138x60mm Nextsale,10900.0,ARS,MLA409415,Google,5000,https://articulo.mercadolibre.com.ar/MLA-1110314122-soporte-pared-45-google-home-hub-base-138x60mm-nextsale-_JM,http://http2.mlstatic.com/D_927006-MLA50108907353_052022-O.jpg,,new,Buenos Aires
MLA1400506527,Google Home Mini Multi-room Google Assistant Refabricado,64592.4,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1400506527-google-home-mini-multi-room-google-assistant-refabricado-_JM,http://http2.mlstatic.com/D_609744-MLA73594029404_122023-O.jpg,,new,Capital Federal
MLA1110377590,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,10900.0,ARS,MLA409415,Google,5000,https://articulo.mercadolibre.com.ar/MLA-1110377590-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,http://http2.mlstatic.com/D_878921-MLA49388125896_032022-O.jpg,,new,Buenos Aires
MLA1361515563,Parlante Inteligente Google Home Mini Smart Speaker Spotify,58990.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1361515563-parlante-inteligente-google-home-mini-smart-speaker-spotify-_JM,http://http2.mlstatic.com/D_870706-MLA54199283550_032023-O.jpg,,used,Capital Federal
MLA1981779742,Google Home Mini 2gen Asistente Virtual Assistant Chalk,70000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1981779742-google-home-mini-2gen-asistente-virtual-assistant-chalk-_JM,http://http2.mlstatic.com/D_625061-MLA81495525661_122024-O.jpg,,used,Capital Federal
MLA1569955706,Google Home Asistente Virtual Google Assistant White Y Slate,220000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1569955706-google-home-asistente-virtual-google-assistant-white-y-slate-_JM,http://http2.mlstatic.com/D_710648-MLA72965358115_112023-O.jpg,,used,Chaco
MLA2011503402,Google Home Asistente Virtual Google 110v/220v No Es 2da Gen,20000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-2011503402-google-home-asistente-virtual-google-110v220v-no-es-2da-gen-_JM,http://http2.mlstatic.com/D_860453-MLA81253781245_122024-O.jpg,,used,Capital Federal
MLA1361528507,Parlante Inteligente Google Home Mini Smart Speaker Gris Yt,62990.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1361528507-parlante-inteligente-google-home-mini-smart-speaker-gris-yt-_JM,http://http2.mlstatic.com/D_868814-MLA54199330242_032023-O.jpg,,used,Capital Federal
MLA1364551668,Parlante Inteligente Google Home Mini  Youtube Usado Gris,58990.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1364551668-parlante-inteligente-google-home-mini-youtube-usado-gris-_JM,http://http2.mlstatic.com/D_806609-MLA46103830088_052021-O.jpg,,used,Capital Federal
MLA1412480803,Google Home Mini Negro,90000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1412480803-google-home-mini-negro-_JM,http://http2.mlstatic.com/D_744791-MLA74856099461_032024-O.jpg,,used,Capital Federal
MLA1820484428,Google Home Mini Con Asistente Virtual Charcoal 110v/220v,89999.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1820484428-google-home-mini-con-asistente-virtual-charcoal-110v220v-_JM,http://http2.mlstatic.com/D_794344-MLA77199999875_062024-I.jpg,,used,Capital Federal
MLA1892733826,Google Home Mini Con Asistente Virtual Chalk 110v/220v,55000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1892733826-google-home-mini-con-asistente-virtual-chalk-110v220v-_JM,http://http2.mlstatic.com/D_701910-MLA78683679373_082024-O.jpg,,used,Capital Federal
MLA1416430677,Google Home Mini Original!! Google Assistant ,40000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1416430677-google-home-mini-original-google-assistant-_JM,http://http2.mlstatic.com/D_611006-MLA75271470335_032024-O.jpg,,used,Santa Fe
MLA1807784940,Google Home Mini Con Asistente Virtual,99000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1807784940-google-home-mini-con-asistente-virtual-_JM,http://http2.mlstatic.com/D_832161-MLA76950073659_062024-O.jpg,,used,Salta
MLA1437520249,Google Home Mini Con Asistente Virtual Color Negro,159999.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1437520249-google-home-mini-con-asistente-virtual-color-negro-_JM,http://http2.mlstatic.com/D_629925-MLA77458499998_072024-O.jpg,,used,Capital Federal
MLA2010279400,Google Home Mini,50000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-2010279400-google-home-mini-_JM,http://http2.mlstatic.com/D_683653-MLA54987260878_052023-O.jpg,,used,Buenos Aires
MLA2020005016,Google Home Mini - Usado,49999.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-2020005016-google-home-mini-usado-_JM,http://http2.mlstatic.com/D_952615-MLA78336992211_082024-O.jpg,,used,Capital Federal
MLA2011514822,Google Home Mini Con Asistente Virtual No Es 2da Gen,25000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-2011514822-google-home-mini-con-asistente-virtual-no-es-2da-gen-_JM,http://http2.mlstatic.com/D_768492-MLA82067691922_022025-O.jpg,,used,Capital Federal
MLA1476279951,"Altavoz Wi-fi Google Home Mini Assistant, Color Negro",38000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1476279951-altavoz-wi-fi-google-home-mini-assistant-color-negro-_JM,http://http2.mlstatic.com/D_671727-MLA82426496739_022025-O.jpg,,used,Buenos Aires
MLA1854015610,Google Home Mini Con Google Assistant,30000.0,ARS,MLA409415,Google,1,https://articulo.mercadolibre.com.ar/MLA-1854015610-google-home-mini-con-google-assistant-_JM,http://http2.mlstatic.com/D_653453-MLA77635406086_072024-O.jpg,,used,Buenos Aires
MLA1474936661,Google Home Mini Con Google Assistant Chalk 110/220v Chalk,44999.0,ARS,MLA409415,Google,1,https://www.mercadolibre.com.ar/google-home-mini-con-google-assistant-chalk-110220v/up/MLAU2997082107#wid=MLA1474936661&sid=unknown,http://http2.mlstatic.com/D_701389-MLA81989616994_022025-I.jpg,,used,Buenos Aires
MLA1618186704,Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.ª Generación 2022 4k 128gb Negro - Distribuidor Autorizado,379889.19,ARS,MLA352001,A2843,1,https://www.mercadolibre.com.ar/apple-tv-4k-wifi-ethernet-a2843-de-voz-3-generacion-2022-4k-128gb-negro-distribuidor-autorizado/p/MLA1021015906#wid=MLA1618186704&sid=unknown,http://http2.mlstatic.com/D_911533-MLA53244962397_012023-I.jpg,,new,Buenos Aires
MLA1449403463,Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 32gb Negro Con 2gb De Memoria Ram,169980.0,ARS,MLA352001,A1625,1,https://www.mercadolibre.com.ar/apple-tv-hd-a1625-de-voz-4-generacion-2015-full-hd-32gb-negro-con-2gb-de-memoria-ram/p/MLA6253544#wid=MLA1449403463&sid=unknown,http://http2.mlstatic.com/D_633039-MLA32691404911_102019-I.jpg,,new,Capital Federal
MLA1366426083,Apple Tv 4k (wifi) A2737 De Voz 3.ª Generación 2022 4k 64gb Negro - Distribuidor Autorizado,334249.0,ARS,MLA352001,A2737,1,https://www.mercadolibre.com.ar/apple-tv-4k-wifi-a2737-de-voz-3-generacion-2022-4k-64gb-negro-distribuidor-autorizado/p/MLA1021459431#wid=MLA1366426083&sid=unknown,http://http2.mlstatic.com/D_662921-MLA53529199006_012023-I.jpg,,new,Buenos Aires
